id,person,recommended_recipes,healthiness,created,llm_nudges
127,71,"[1716, 2871, 2746]",Healthy,2024-12-10 16:27:00.219648+00:00,"['These tasty collard greens are a healthy choice for those looking to maintain a balanced diet, with a FSA score of 5 (6 out of 6 - good), only 142 calories, 2.62g fat, and 9.6g protein per serving. Packed with nutritious ingredients like collard greens, garlic, and onions, this dish is perfect for individuals with higher BMI, who prioritize a wholesome diet with enough sleep and regular physical activity. Prepare this recipe to enjoy a delicious and nourishing meal that supports your health goals.', 'This Slow Cooker Vegetable Beef Soup is a nutritious and delicious dish, with a FSA score of 6 out of 6, containing only 264 calories, 1.514458042g fat, and 18.0g protein per serving. Packed with wholesome ingredients like lean beef, colorful vegetables, and hearty broth, this soup is perfect for individuals with higher BMI who prioritize balanced meals and lead an active lifestyle. Prep this recipe in the morning for a satisfying and healthy dinner option.', 'Enjoy a delicious and healthy dish of Tasty Collard Greens with a high FSA score of 5, low in fat at 2.59g and packed with 14.7g of protein. With only 223 calories per serving, this nutrient-rich recipe is perfect for individuals with a higher BMI who prioritize maintaining a balanced diet and active lifestyle.']"
126,63,"[3735, 5569, 5989]",Unhealthy,2024-12-10 16:04:25.000476+00:00,"['Hawaiian Chicken II is a dish with a FSA score of 10 out of 12, indicating it is not a healthy option. With 540 calories, 4.739843486g of fat, and 24.9g of protein, this recipe is not recommended for those with normal BMI, no specific dietary goals, enough sleep, low activity levels, and no interest in a high-fat meal.', 'Luscious Chicken Pot Pie is a high-calorie dish with a FSA score of 10, containing 507 calories, 7.83g fat, and 22.5g protein. This hearty recipe is not suitable for individuals with normal BMI, with no eating goals, enough sleep, and medium activity levels.', 'Sweet and Sour Drumettes are a high calorie, high fat dish with a FSA score of 10 out of 12, indicating a poor nutritional value. The dish contains 487 calories, 7.842222952g fat, and 23.0g protein, making it a less healthy option for individuals with normal BMI and no specific dietary goals or restrictions. It is not recommended for those who prioritize a balanced diet and regular exercise routine.']"
125,63,"[2803, 936, 446]",Healthy,2024-12-10 16:04:24.991090+00:00,"['Divine Spaghetti Sauce is a nutrient-rich dish made with wholesome ingredients like tomatoes, garlic, onions, and herbs, providing a FSA score of 6 for optimal health benefits. With only 534 calories, 2.879594958g fat, and 26.3g protein per serving, this sauce is a delicious and guilt-free choice for individuals with normal BMI, no eating goal, adequate sleep, and moderate activity levels. Prepare this recipe to enjoy a satisfying and nourishing meal without compromising on taste or nutrition.', 'Pork Chop and Cabbage Casserole is a nutritious dish featuring lean pork chops, cabbage, and other wholesome ingredients. With a FSA score of 4 and only 370 calories per serving, this casserole is a healthy option for individuals looking to maintain a balanced diet. Packed with 21.5g of protein and just 1.307668372g of fat, this recipe is perfect for those with normal BMI and medium activity levels seeking a satisfying meal.', 'Divine Spaghetti Sauce is a nutritious and delicious option for a balanced meal, with a perfect FSA score of 6 out of 6. Packed with only 508 calories, 2.363315048g fat, and 22.8g protein, this sauce is both satisfying and healthy. With ingredients like tomatoes, garlic, and herbs, it is the ideal choice for those looking for a nutritious and low-fat option.']"
124,61,"[5474, 6345, 6563]",Unhealthy,2024-12-10 16:01:02.220192+00:00,"['Ham Chowder is a creamy soup made with high-fat ingredients like ham and cream, resulting in a FSA score of 10 out of 12, and containing 438 calories, 5.263463217g fat, and 19.1g protein. This dish is not recommended for individuals with a higher BMI, no eating goal, few hours of sleep, and not enough activity levels, as it may contribute to weight gain and overall poor health.', 'Pasta Sauce with Italian Sausage is a high-calorie dish, with 339 calories per serving and a FSA score of 10 out of 12. With 8.759228049g fat and 18.5g protein, this meal is not recommended for those with higher BMI, no specific eating goals, insufficient sleep, lack of physical activity, or limited time for preparation.', 'Ricotta Gnocchi is a high calorie and high fat dish with a low FSA score of 10, making it unhealthy for individuals with higher BMI and no eating goals. With 22.4g of protein, it may not be suitable for those with poor sleep habits and lack of physical activity to balance out the high calorie content. It is not recommended for those looking to maintain a healthy lifestyle.']"
123,61,"[1005, 2329, 236]",Healthy,2024-12-10 16:01:02.216926+00:00,"[""Michelle's Blonde Chicken Chili is a nutritious and satisfying dish packed with 47.2g of protein, making it ideal for someone with higher BMI looking to increase their protein intake. With a low FSA score of 4 and only 412 calories per serving, it is a healthy option for those with no specific eating goals. This recipe requires minimal effort to prepare, making it perfect for individuals with limited time, sleep, and physical activity levels."", ""This Lentil Loaf is a nutritious dish made with hearty lentils and wholesome ingredients that promote good health. With a FSA score of 5 out of 6, low in fat with 272 calories and packed with 14.6g of protein, it's a satisfying and balanced meal option for those looking to maintain a healthy lifestyle. Even for busy individuals with higher BMI and lack of sleep, this recipe is simple enough to prepare and provides essential nutrients for overall well-being."", ""Michelle's Blonde Chicken Chili is a nutritious dish with a perfect FSA score of 6 out of 6, containing only 331 calories, 3.867334592g of fat, and 17.4g of protein. With its healthy ingredients, this recipe is a great option for individuals with higher BMI, no eating goal, few hours of sleep, and not enough activity as it provides a balanced and satisfying meal option.""]"
122,69,"[5569, 6225, 6507]",Unhealthy,2024-12-10 16:00:14.089666+00:00,"['With a FSA score of 10 out of 12, Luscious Chicken Pot Pie contains 507 calories, 7.833572453g fat, and 22.5g protein. This dish is not recommended for individuals with a normal BMI, no specific dietary goals, enough rest, and moderate physical activity levels due to its high caloric and fat content.', 'The Best Sweet and Sour Meatballs are a high-calorie dish with 516 calories, 4.985385106g fat, and 24.5g protein. With an FSA score of 11 out of 12 (considered bad), this recipe is not recommended for individuals with normal BMI, no eating goals, enough sleep, quite a lot of activity, and medium levels of energy.', 'My Best Clam Chowder is a high calorie and high fat dish with a low FSA score of 10 out of 12, indicating it is not a healthy choice for those with normal BMI and no specific dietary goals. With 501 calories, 10.27865529g of fat, and 23.9g of protein, this recipe is best avoided by individuals looking to maintain a balanced diet and active lifestyle.']"
121,69,"[2803, 200, 1716]",Healthy,2024-12-10 16:00:14.087213+00:00,"['Divine Spaghetti Sauce is a healthy option with a remarkable FSA score of 6. Packed with 26.3g of protein and only 2.879594958g of fat, this dish is both nutritious and satisfying at just 534 calories. With no eating restrictions and a medium activity level, preparing this recipe would be a delicious and guilt-free choice for someone with a normal BMI and enough sleep.', 'These Hoisin-Ginger Beef Skewers are a healthy option with a FSA score of 6, making them a guilt-free choice for those looking to maintain a balanced diet. With only 124 calories, 4.024351608g fat, and 11.7g protein, they are a nutritious and satisfying meal option. Perfect for those with normal BMI, enough sleep, and a medium level of activity looking for a simple yet delicious recipe to prepare.', 'Divine Spaghetti Sauce is a nutritious and delicious sauce made with wholesome ingredients like tomatoes, garlic, and herbs. With a FSA score of 5, it is a healthy choice for those looking to maintain a balanced diet. With only 142 calories, 2.6g fat, and 9.6g protein per serving, it is a satisfying option for those with medium activity levels looking for a guilt-free meal.']"
120,62,"[3735, 4761, 5227]",Unhealthy,2024-12-10 15:59:46.385460+00:00,"['Hawaiian Chicken II is a high-calorie dish with 540 calories, 4.739843486g fat, and 24.9g protein, giving it a FSA score of 10 out of 12. It is not recommended for individuals with a normal BMI, no weight loss goals, inadequate sleep, insufficient activity levels, and lack of time for meal preparation.', 'Very Special Spaghetti Sauce is a high-calorie, high-fat dish with a FSA score of 10 out of 12, making it unhealthy for those with normal BMIs. With 508 calories, 9.136934845g fat, and 23.5g protein, it is not recommended for a diet aimed at weight reduction. It is also not suitable for individuals with inadequate sleep, activity, or the time to prepare a nutritious meal.', 'This Fire Roasted Tomato and Feta Pasta with Shrimp contains 702 calories, 5.5g of fat, and 31.8g of protein, earning a FSA score of 10 out of 12 which is considered unhealthy. For those with a normal BMI and lack of physical activity or sufficient sleep, this dish may not be suitable due to its high calorie and fat content. It is advisable to avoid preparing this recipe if you are not trying to reduce weight or maintain a healthy lifestyle.']"
119,62,"[561, 107, 494]",Healthy,2024-12-10 15:59:46.382928+00:00,"['Moroccan Tagine is a healthy dish with a perfect FSA score of 6, boasting only 265 calories, 0.963675413g fat, and 14.1g protein. With nutrient-rich ingredients like lean meats, vegetables, and aromatic spices, it is a satisfying and nourishing meal for those not looking to lose weight but seeking a balanced diet. Despite requiring some time and effort to prepare, the health benefits and delicious flavors make it worth the investment.', 'Best of Everything Veggie Burgers are a nutritious choice with a perfect FSA score of 6, making it a healthy option for those looking to maintain a balanced diet. With only 317 calories, 1.936851948g of fat, and 18.2g of protein, this dish is a guilt-free option for those with normal BMI, minimal weight-loss goals, lack of sleep, and minimal physical activity. Enjoy a delicious and nutritious meal without the need for extensive preparation or effort.', 'Moroccan Tagine is a healthy dish made with a variety of vegetables, lean protein, and aromatic spices. With a perfect FSA score of 6, this flavorful dish contains 434 calories, 1.93g of fat, and 22.5g of protein, making it a nutritious option for those looking to maintain their weight and overall health. Enjoy this delicious meal without the need for strenuous activity or restricted diets.']"
118,34,"[5644, 4030, 6454]",Unhealthy,2024-12-10 15:57:22.321592+00:00,"[""Kelsey's Cheesy Bacon Breasts are high in fat and calories, with a FSA score of 10 out of 12. This dish is not recommended for individuals with a higher BMI who are trying to lose weight, as it may contribute to weight gain. With a long preparation time and high levels of fat, it is best to consume this dish in moderation and pair it with lighter, more nutritious options for a balanced diet."", 'Award Winning Chili is a delicious dish made with lean ground turkey, beans, and a blend of spices for a healthy and hearty meal. However, with a FSA score of 10 out of 12 and 373 calories, it may not be the best choice for those with a higher BMI trying to lose weight. With 7.578095532g fat and 21.7g protein, this recipe is best enjoyed by those with a more active lifestyle and healthy eating habits.', 'This Melt-in-Your-Mouth Broiled Salmon is high in protein and healthy fats, but with 531 calories and 16.55g of fat, it may not be suitable for individuals with a higher BMI. The recipe has a FSA score of 10, indicating a less healthy option for those trying to watch their weight. Considering your lifestyle factors of limited sleep, high activity levels, and a goal to reduce weight, it may be best to opt for a lower-calorie dish.']"
117,34,"[1005, 482, 2751]",Healthy,2024-12-10 15:57:22.318355+00:00,"[""Michelle's Blonde Chicken Chili is a nutritious choice for those with higher BMI looking for a satisfying meal. With a low FSA score of 4, this dish contains only 0.973739897g fat and a whopping 47.2g of protein, perfect for fueling those with medium activity levels and busy schedules. At 412 calories per serving, it's a satisfying and healthy option even for those who don't have time to focus on weight loss but want to maintain a balanced diet."", 'Chicken Chili Soup is a nutritious and low-calorie dish with a FSA score of 5, making it a healthy option for those with higher BMI. Packed with 16.5g of protein and only 0.407357116g of fat, this soup is a satisfying meal choice for individuals with medium activity levels and limited sleep. With just 160 calories per serving, this recipe is a delicious and guilt-free option for those looking to balance their diet.', ""Michelle's Blonde Chicken Chili is a nutritious dish with a FSA score of 5, indicating it is a good choice for those with higher BMI. This hearty chili contains only 400 calories, 2.298236237g of fat, and a whopping 47.8g of protein, making it a satisfying and healthy option for those with medium activity levels who need fuel for the day ahead. With ingredients like lean chicken and plenty of fiber-rich vegetables, this chili is perfect for those looking for a balanced and delicious meal to support their active lifestyle.""]"
116,67,"[3489, 4167, 5609]",Unhealthy,2024-12-10 15:57:13.583826+00:00,"['Flank steak with avocado salsa is a nutritious dish containing 540 calories, 9.565638361g of fat, and 25.7g of protein. However, with an FSA score of 10 out of 12, it is not recommended for individuals with higher BMI or looking to lose weight, as well as those with poor sleep and low activity levels.', 'This dish contains chicken breast stuffed with spinach, blue cheese, and bacon, which contributes to its high fat content. With a FSA score of 10 out of 12, 444 calories, 9.45g fat, and 41.6g protein, it may not be suitable for individuals with higher BMI aiming to reduce weight. Those who do not get enough sleep, have low activity levels, and are somewhat health conscious should be cautious when considering this recipe.', 'Uglies are a high-calorie dish with a FSA score of 10, containing 9.7g fat and 17.2g protein. It is not recommended for individuals with higher BMI, trying to lose weight, lacking sleep, and not engaging in enough physical activity.']"
115,67,"[561, 91, 494]",Healthy,2024-12-10 15:57:13.579976+00:00,"['Moroccan Tagine is a healthy dish with a FSA score of 6 out of 6, making it a nutritious choice for those looking to maintain a balanced diet. With only 265 calories, 0.963675413g fat, and 14.1g protein per serving, it is a satisfying meal option for individuals with higher BMI who are not actively trying to lose weight. Despite the somewhat demanding preparation process, the flavorful combination of ingredients such as vegetables, lean protein, and fragrant spices make it worth the effort for a delicious and wholesome meal.', 'These Homemade Black Bean Veggie Burgers are a healthy and nutritious option with a FSA score of 5 out of 6. With only 198 calories per serving, 1.712964285g of fat, and 11.2g of protein, they make a filling meal for those with higher BMI. Despite having limited time and energy, preparing this recipe is a simple way to enjoy a satisfying and guilt-free burger alternative.', 'Moroccan Tagine is a healthy and flavorful dish featuring lean protein from chicken or lamb, paired with an array of nutritious vegetables and fragrant spices. With a Food Standards Agency (FSA) score of 6 out of 6 and only 434 calories, 1.933534743g fat, and 22.5g protein per serving, this dish is a perfect choice for those looking to maintain a balanced diet while enjoying a delicious meal. It is easy to prepare and requires minimal physical activity, making it a great option for individuals with higher BMI who are looking for a satisfying and nutritious meal.']"
114,68,"[3992, 3649, 4516]",Unhealthy,2024-12-10 15:57:13.036500+00:00,"[""This Raspberry Almond Coffeecake is a delicious treat, but with a FSA score of 10 and 173 calories per serving, it may not be the best choice for those looking to reduce weight. With 10.67425725g of fat and only 2.9g of protein, it's important to consider your overall health goals before indulging in this dessert. Remember to prioritize getting enough sleep, staying active, and making mindful choices when it comes to your diet."", 'Enchilada Casserole is a high-calorie dish, with 375 calories per serving, containing 9.74g of fat and 17.4g of protein. It has a FSA score of 10 out of 12, indicating a poor nutritional value. For individuals with higher BMI or seeking weight loss, it is recommended to avoid this recipe and focus on maintaining a balanced diet, getting enough sleep, and increasing physical activity.', 'Coconut Bon Bons are a high-fat sweet treat, with each serving containing 17.68g of fat and 148 calories, making them a poor choice for those looking to reduce weight. With a FSA score of 10 out of 12, individuals with higher BMI are encouraged to avoid this recipe. It is important to prioritize a balanced diet, sufficient sleep, and regular physical activity over indulging in these decadent treats.']"
113,68,"[2955, 2746, 200]",Healthy,2024-12-10 15:57:13.034273+00:00,"['Chicken Pasta I is a nutritious dish consisting of chicken, pasta, and a light sauce. With a FSA score of 5 out of 6, this meal is a good option for those looking to maintain a balanced diet. At only 185 calories, 1.307047163g fat, and 15.7g protein, it is a satisfying and healthy choice for individuals with higher BMI and moderate activity levels.', 'Hearty Hamburger Soup is a nutritious dish featuring a mix of lean ground beef, vegetables, and flavorful spices. With a FSA score of 5 out of 6, this soup is a healthy choice for individuals with higher BMI looking to enjoy a satisfying meal without compromising on nutrition. Packed with 14.7g of protein and only 223 calories, this soup is perfect for those who prioritize health and are looking for a delicious and balanced option.', 'Chicken Pasta I is a nutritious meal featuring tender chicken mixed with whole wheat pasta, complemented by a savory sauce made with fresh herbs and vegetables. With a perfect FSA score of 6, this dish is low in calories (124) and high in protein (11.7g), making it a healthy option for individuals with higher BMI who prioritize balanced nutrition over weight loss. With enough sleep but somewhat lacking in physical activity, preparing Chicken Pasta I can help promote better overall health and wellness.']"
112,66,"[3735, 5569, 5989]",Unhealthy,2024-12-10 15:57:06.584104+00:00,"['Hawaiian Chicken II is a dish made with lean chicken breast, pineapple, and bell peppers, offering a balance of protein and vitamins. However, with a high FSA score of 10, 540 calories, and 4.74g of fat, it may not be suitable for someone with no eating goal and moderate activity level. It is not recommended for individuals with normal BMI and sufficient rest to opt for this recipe.', 'Luscious Chicken Pot Pie is a high-calorie dish with a FSA score of 10 out of 12, containing 507 calories, 7.83g fat, and 22.5g protein. Due to its high fat content and low nutritional value, it is not recommended for individuals with normal BMI, no specific dietary goals, and a moderate level of physical activity.', 'Sweet and Sour Drumettes is a high-calorie dish with 487 calories, 7.842222952g fat, and 23.0g protein, resulting in a poor FSA score of 10 out of 12. This recipe is not recommended for individuals with a normal BMI, no specific eating goals, enough sleep, and medium activity levels due to its high calorie and fat content. It is best to choose a healthier option to maintain a balanced diet and overall well-being.']"
111,66,"[2803, 936, 446]",Healthy,2024-12-10 15:57:06.581381+00:00,"['Divine Spaghetti Sauce is a healthy and satisfying dish featuring fresh tomatoes, garlic, onions, and lean ground beef. With a perfect FSA score of 6 out of 6, 534 calories, 2.879594958g fat, and 26.3g protein, this recipe is ideal for individuals with normal BMI and medium activity levels. Prepare this flavorful sauce for a delicious and nutritious meal without compromising on taste or health benefits.', 'This Pork Chop and Cabbage Casserole is a nutritious dish with a FSA score of 4 out of 6, making it a healthy choice for those with no specific eating goals. With just 370 calories, 1.307668372g of fat, and 21.5g of protein per serving, this casserole is a balanced option for individuals with normal BMI and medium activity levels. Enjoy a satisfying meal without compromising on healthiness with this delicious recipe.', 'Divine Spaghetti Sauce is a highly nutritious dish made with wholesome ingredients such as tomatoes, herbs, and lean ground beef, providing a perfect balance of flavor and healthiness. With a FSA score of 6 out of 6, low fat content of 2.363315048g, and high protein content of 22.8g, this dish is a guilt-free indulgence at only 508 calories. For those with normal BMI and no specific dietary goals, Divine Spaghetti Sauce is the ideal meal choice for maintaining a balanced lifestyle without compromising on taste.']"
110,65,"[3735, 5569, 5989]",Unhealthy,2024-12-10 15:56:54.928565+00:00,"['Hawaiian Chicken II is a high-calorie dish containing 540 calories, 4.74g of fat, and 24.9g of protein with an FSA score of 10 out of 12. It is not recommended for individuals with normal BMI and no weight loss goals, enough sleep, and medium activity levels.', 'Luscious Chicken Pot Pie is a high-calorie dish with a FSA score of 10, containing 507 calories, 7.83g fat, and 22.5g protein. With its high fat content, it is not recommended for individuals with a normal BMI and a healthy lifestyle. Prep time and medium activity level required to make this recipe may not be suitable for those not looking to lose weight.', 'Sweet and Sour Drumettes are a high-calorie, high-fat dish with a low FSA score of 10 out of 12, which is considered unhealthy. With 487 calories, 7.842222952g of fat, and 23.0g of protein, this dish is not recommended for individuals with normal BMI and no intention of losing weight. It is best avoided by those who get enough sleep and engage in medium levels of physical activity.']"
109,65,"[2803, 936, 446]",Healthy,2024-12-10 15:56:54.925759+00:00,"['Divine Spaghetti Sauce is a nutritious sauce made with wholesome ingredients such as tomatoes, onions, garlic, and herbs. With a perfect FSA score of 6, low fat content of 2.879594958g, and high protein content of 26.3g, this sauce is a healthy choice for those with normal BMI, no need to lose weight, enough sleep, and medium activity levels. Enjoy this delicious and guilt-free sauce with your favorite pasta for a satisfying meal.', 'This Pork Chop and Cabbage Casserole is a healthy and low-calorie dish, with a FSA score of 4 (6 out of 6 - good). Each serving contains only 370 calories, 1.3g fat, and 21.5g protein. It is a nutritious option for those with normal BMI, no weight loss goals, adequate rest, and moderate activity levels.', 'Divine Spaghetti Sauce is a nutritious and delicious dish made with only the finest ingredients - it has a perfect FSA score of 6, containing 508 calories, 2.36g fat, and 22.8g protein. For individuals with normal BMI and an active lifestyle, this recipe is a fantastic choice for a healthy and satisfying meal.']"
108,51,"[3992, 3649, 4516]",Unhealthy,2024-12-10 15:56:32.393313+00:00,"['This Raspberry Almond Coffeecake is a decadent treat with a high FSA score of 10, indicating it is not a healthy choice for individuals with higher BMI. With 173 calories and 10.67g of fat per serving, this dish is not recommended for those with no eating goal and only somewhat active lifestyles. It is best avoided by those who already get enough sleep and engage in medium levels of physical activity.', 'Enchilada Casserole is a high-fat, high-calorie dish with a FSA score of 10 out of 12, containing 375 calories, 9.74g fat, and 17.4g protein. It is not recommended for individuals with higher BMI, no specific eating goals, enough sleep, and only engaging in somewhat medium activity levels.', 'Coconut Bon Bons are a high-fat dessert with a FSA score of 10 out of 12, containing 148 calories per serving. With 17.67617821g of fat and only 1.3g protein, this treat may not be suitable for individuals with higher BMI looking to maintain a balanced diet and lifestyle.']"
107,51,"[2955, 2746, 200]",Healthy,2024-12-10 15:56:32.391209+00:00,"['Chicken Pasta I is a nutritious dish featuring lean chicken and whole wheat pasta, scoring a perfect 6 out of 6 on the FSA scale for healthiness. With only 185 calories, 1.3g of fat, and 15.7g of protein per serving, it is an excellent choice for individuals with higher BMI looking for a balanced and satisfying meal. Its ideal balance of nutrients makes it perfect for those with no specific eating goals, who get enough sleep, engage in somewhat regular physical activity, and are looking for a medium level of preparation effort.', 'Hearty Hamburger Soup is a nutritious and satisfying dish, with a low FSA score of 5, only 223 calories, and good amounts of protein at 14.7g. Packed with lean ground beef and wholesome vegetables, this soup is perfect for those looking to maintain a healthy diet while still enjoying a hearty meal. With enough sleep and medium activity levels, preparing this recipe will help you stay on track with your health goals.', 'This Chicken Pasta I dish is a nutritious and satisfying meal, with a high protein content of 11.7g and only 124 calories per serving. Packed with healthy ingredients like lean chicken and whole wheat pasta, it has a FSA score of 6 out of 6, making it a great choice for those with higher BMI looking for a balanced meal. Prepare this recipe for a delicious and guilt-free dinner option.']"
106,64,"[5474, 6345, 6563]",Unhealthy,2024-12-10 15:56:14.291041+00:00,"['Ham Chowder is a rich and creamy soup made with ham, potatoes, and corn, containing 5.263463217g of fat and 19.1g of protein. With 438 calories and a FSA score of 10, it is not recommended for individuals with higher BMI, trying to lose weight, suffering from lack of sleep, participating in minimal physical activity, or looking for a healthy option.', 'This Pasta Sauce with Italian Sausage is a high-calorie dish with a FSA score of 10, containing 8.759228049g fat and 18.5g protein. It is not recommended for individuals with higher BMI, trying to lose weight, and with insufficient sleep, activity, and time for preparation.', 'Ricotta Gnocchi is a rich and creamy Italian dish made with high-fat ricotta cheese, resulting in a high-calorie count of 442 calories and 10.68305831g of fat. With a FSA score of 10 out of 12, this dish is not recommended for those trying to reduce weight or with higher BMI, limited sleep, little activity levels, and minimal energy for preparation.']"
105,64,"[1005, 2329, 236]",Healthy,2024-12-10 15:56:14.288556+00:00,"[""Michelle's Blonde Chicken Chili is a nutritious dish packed with lean protein from chicken, boasting a low fat content of only 0.973739897g per serving. With a high protein content of 47.2g and a FSA score of 4 out of 6, this chili is a healthy option for those with higher BMIs looking to maintain a balanced diet despite limited time and energy for meal preparation."", 'Lentil loaf is a nutritious and satisfying dish made with red lentils, oats, and vegetables. With a FSA score of 5 out of 6, low in fat at 2.5g, and high in protein at 14.6g, it is a healthy option for those looking to maintain their weight. Easy to prepare and delicious, lentil loaf is a great choice for individuals with higher BMI and limited time for physical activity.', ""Michelle's Blonde Chicken Chili is a nutritious, low-fat dish packed with protein, scoring a perfect 6 out of 6 on the FSA scale. With only 331 calories per serving, this recipe is ideal for individuals with higher BMI looking to maintain their weight. It's a simple yet satisfying meal option for those with limited time and energy for meal prep.""]"
104,53,"[5474, 6345, 6563]",Unhealthy,2024-12-10 15:56:10.741874+00:00,"['Ham Chowder is a rich and hearty soup made with ham, potatoes, and cream. However, with a high FSA score of 10 out of 12 and 438 calories, 5.26g of fat, and 19.1g of protein per serving, it is not recommended for individuals with higher BMI, weight loss goals, lack of sleep, or a low activity level. It is best enjoyed in moderation and by those with a higher energy expenditure.', 'Pasta Sauce with Italian Sausage is a high fat and high calorie dish, with a FSA score of 10 out of 12, making it unhealthy for those with higher BMI. With 339 calories, 8.75g of fat, and 18.5g of protein, this dish is not recommended for those trying to lose weight or with poor sleep and activity levels. It is best to avoid this recipe if you are looking to improve your overall health and well-being.', 'Ricotta Gnocchi is a high-calorie dish with 442 calories and 10.68305831g fat per serving. While it has a good amount of protein at 22.4g, it has a FSA score of 10 out of 12, indicating it is not a healthy option for those looking to reduce weight. It is not recommended for individuals with higher BMI, lack of sleep, and medium activity levels.']"
103,53,"[1005, 2329, 236]",Healthy,2024-12-10 15:56:10.739140+00:00,"[""Michelle's Blonde Chicken Chili is a healthy and satisfying dish packed with lean protein from the chicken and fiber-rich vegetables. With a low FSA score of 4, this chili is a nutritious option for those with higher BMI looking to maintain a balanced diet. At only 412 calories and less than 1g of fat per serving, this recipe is a great choice for individuals with busy lifestyles and medium levels of physical activity."", 'This Lentil Loaf is a delicious and nutritious dish made with wholesome ingredients like lentils, vegetables, and spices. With a FSA score of 5 out of 6, it is a healthy choice for those looking to maintain a balanced diet. Packed with 272 calories, 2.5g of fat, and 14.6g of protein, it is a satisfying option for individuals with different activity levels and dietary needs.', ""Michelle's Blonde Chicken Chili is a nutrient-packed dish featuring lean chicken breast, beans, and spices that contribute to its excellent FSA score of 6 out of 6 for good healthiness. With only 331 calories, 3.867g of fat, and 17.4g of protein per serving, this flavorful chili is a satisfying option for individuals with higher BMI seeking a wholesome meal to fuel their medium activity levels. Despite limited time for sleep and no intentions of weight reduction, preparing this dish can offer a balanced and delicious meal option.""]"
102,60,"[5569, 6225, 4376]",Unhealthy,2024-12-10 15:56:10.100244+00:00,"['Luscious Chicken Pot Pie is a high calorie and fat dish, with a FSA score of 10 out of 12, containing 507 calories, 7.83g fat, and 22.5g protein. It is not recommended for individuals with lower BMI, weight gain goals, or those with a sedentary lifestyle, as it may not align with their health and fitness goals. It is best enjoyed in moderation by individuals with higher energy needs due to intense physical activity.', 'While delicious, The Best Sweet and Sour Meatballs may not be the best choice for those watching their weight, with a high FSA score of 11 and 516 calories per serving. With 4.985385106g of fat and 24.5g of protein, this dish is best enjoyed in moderation by those with a higher BMI and active lifestyle. It is not recommended for individuals with goals to gain weight, limited hours of sleep, and low levels of physical activity.', 'Eggplant Parmesan II is a high-calorie dish with 487 calories, 4.085342811g fat, and 24.2g protein per serving. With a FSA score of 10 out of 12, it is not recommended for individuals with a lower BMI, trying to gain weight, or those with a need for a balanced diet and healthy lifestyle. It is best suited for individuals with a somewhat active lifestyle and moderate caloric intake.']"
101,60,"[2282, 2803, 2210]",Healthy,2024-12-10 15:56:10.098207+00:00,"['Pasta Fagioli Soup II is a nutritious dish with a FSA score of 6, making it a healthy option for individuals looking to maintain or gain weight. With only 288 calories, 0.731142613g of fat, and 15.8g of protein per serving, this soup is a filling and satisfying meal that provides a good balance of nutrients. It is a great choice for those with lower BMI who want to fuel their bodies with a wholesome and delicious option, especially when paired with enough sleep and medium levels of physical activity.', 'Divine Spaghetti Sauce is a healthy and nutritious dish with a FSA score of 6, making it an excellent choice for those looking to maintain a lower BMI. With only 534 calories, 2.879594958g fat, and 26.3g protein, this meal is perfect for individuals with an eating goal to gain weight. By getting enough hours of sleep and engaging in somewhat medium activity, preparing this recipe will help you achieve your health and fitness goals.', 'Pasta Fagioli Soup II is a nutritious dish containing healthy ingredients such as vegetables, beans, and pasta, with a low FSA score of 6 out of 6. With only 187 calories, 1.650165017g fat, and 11.6g protein per serving, it is a great option for individuals looking to maintain a healthy weight. This recipe is a perfect choice for those with lower BMI who are trying to gain weight while maintaining a balanced diet, especially for those who get enough sleep and engage in somewhat to medium levels of physical activity.']"
100,57,"[3735, 4761, 5227]",Unhealthy,2024-12-10 15:55:57.713236+00:00,"['Hawaiian Chicken II is a flavorful dish containing unhealthy ingredients with a high FSA score of 10 out of 12, 540 calories, 4.739843486g fat, and 24.9g protein. It is not recommended for individuals with a normal BMI, no intention of weight loss, and who have moderate activity levels combined with only a few hours of sleep.', 'This Very Special Spaghetti Sauce is packed with unhealthy ingredients, earning a poor FSA score of 10 out of 12. With 508 calories, 9.136934845g fat, and 23.5g protein per serving, it is not recommended for individuals with normal BMI and a moderately active lifestyle. It is best avoided by those looking to maintain a healthy diet and lifestyle.', 'Fire Roasted Tomato and Feta Pasta with Shrimp is a flavorful dish with a high FSA score of 10 out of 12, 702 calories, 5.46g fat, and 31.8g protein. It is not recommended for individuals with a normal BMI and those who are not actively trying to lose weight or maintain a healthy lifestyle. The preparation of this recipe may be too time-consuming for individuals with limited sleep and energy levels due to somewhat and medium levels of activity.']"
